seedling_id,treatment_1,treatment_2,measurement,leaf_area,amax_corrected,gsw_corrected,obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
28,mod,heat,07pre,3.806,4.17583123,0.068360334,30,1751650578,3613,20250704 10:36:18,10:36:18,15,1751650570,0.001871079,1.871078741,6.583023484,399.4952581,290.3451849,29.39535186,40.44600802,0.10776721,3,0.105661842,0.066224384,161.9111149,28.50639273,28.16262258,3.830965171,54.9334693,2.090569873,3.805639621,1.740395298,-82.51457247,-18.41599138,-1.339497664,59.64105334,6.583023484,1.871078741,6.673883201,412.9531413,407.8542788,-0.001418072,66.95380069,1.855711944,19.27625574,20.63875091,0.000132277,79.23622709,535,67,1,0,53284.84618,999.9700968,841.174823,0.841199978,0.161915957,6,0.5,1: Needles,2,FALSE,1751650570,399.4952581,404.993,20.64907742,19.27478065,399.0802581,20.59521935,800.0205161,101.1426774,0.100096313,28.04875806,28.16262258,999.9,0,0,9997.999032,0,0.00152894,-5.495537742,407.9207097,412.9526774,1.374296129,404.993,19.27478065,2.088502903,1.949502581,18.13175484,17.04005484,999.9700968,0.960000452,0.039999406,0,0.270322581,0,6948.404839,7946.682258,35.43509677,38.03409677,36.61874194,37.42922581,36.1066129,959.9722581,39.99806452,0,1751650597,0,1751650595,10:36:35,1751650595,1751650379,30,0,-0.009,0.415,0.03,405,20,0.33,0.16,-5.487815122,-0.214396516,0.031572513,0,1.382691707,-0.155456028,0.019632313,0,0,2,0/2,3.45087,2.78085,0.0960418,0.0970903,0.107021,0.100989,27171,30864.9,29201.7,34777.9,30167.7,38736.5,35963.3,45941.6,1.46707,2.21168,0.10762,0,26.4254,999.9,63.5,26.8,22.2079,61.8718,25.3486,2,-0.133925,0,20.2955,5.2107,11.971,4.99085,3.272,3661.2,9999,9999,999.9,4.97264,1.86279,1.86462,1.8631,1.8631,1.86364,1.86009,1.86295,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.415,0.0534,0.698859611,-0.001033731,9.12024E-07,-2.25E-10,-0.292952663,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.9,3.3,1.27441,2.39014,2.34863,2.7063,2.39868,2.26562,32.4654,14.0883,18,236.422,650.585,27.3695,25.9976,30.0001,25.8131,25.7109,25.5571,19.8371,100,-999.9,405,19.2856,100.287,100.402
29,mod,control,07pre,3.288,0.97874432,0.023763721,31,1751650735,3769.9,20250704 10:38:55,10:38:55,15,1751650727,0.000762774,0.762773715,1.786029781,403.4141,326.7179062,33.0773956,40.84222971,0.043364454,3,0.043019211,0.026917796,161.9165933,28.91829626,28.19155667,3.837424019,54.63142629,2.094904685,3.834614666,1.742519334,-33.63832085,-2.03463888,-0.148107981,126.0955256,1.786029781,0.762773715,1.734043666,413.3152529,411.9854727,0.000749902,66.9529002,0.806740244,20.1390265,20.73119212,8.57674E-05,79.28865152,69,9,1,0,53281.42884,1000.005533,841.2044978,0.841199843,0.161915697,6,0.5,1: Needles,2,FALSE,1751650727,403.4141,404.9844,20.69216333,20.13192333,403.0191,20.65916333,800.0038667,101.1414667,0.0999865,28.17897667,28.19155667,999.9,0,0,10001.964,0,0.001553785,-1.549481,411.9691667,413.3049667,0.583911167,404.9844,20.13192333,2.095229667,2.036173333,18.18296333,17.72846,1000.005533,0.960006133,0.039994073,0,2.221333333,0,4572.713,7946.979333,37.44563333,41.47683333,38.8643,40.9893,38.10596667,960.0106667,39.995,0,1751650754,0,1751650752,10:39:12,1751650751,1751650752,31,-0.02,0,0.395,0.033,405,20,0.32,0.12,-1.546594634,-0.064512544,0.02077991,1,0.579713634,0.075028808,0.007490137,1,2,2,2-Feb,3.45122,2.78073,0.0967786,0.0970888,0.107348,0.104148,27147.2,30863.1,29200.1,34776,30155.1,38599,35961.5,45939.9,2.4019,2.2108,0.0899546,0,26.74,999.9,63.2,27,22.3658,61.5018,25.2524,2,-0.130396,0,20.2949,5.21085,11.9713,4.99075,3.272,3666.1,9999,9999,999.9,4.97264,1.86287,1.86462,1.8631,1.8631,1.86369,1.86013,1.86295,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.395,0.033,0.698929285,-0.001033731,9.12024E-07,-2.25E-10,-0.292952663,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.3,5.9,1.27563,2.39258,2.34863,2.70508,2.39868,2.2644,32.6426,14.062,18,744.911,650.606,27.4694,26.0436,30.0004,25.8266,25.7722,25.5794,16.7483,100,-999.9,405,20.1568,100.282,100.398
30,mod,control,07pre,2.693,1.185922497,0.035344568,32,1751650882,3916.4,20250704 10:41:21,10:41:21,15,1751650874,0.001409106,1.409106341,2.642233561,402.5956667,337.5139544,34.17131927,40.76046303,0.078747644,3,0.077617068,0.048610893,161.9098828,29.06742309,28.58322,3.925792824,54.87159434,2.142832801,3.905176853,1.782960023,-62.14158964,-14.66622048,-1.071355994,84.03071669,2.642233561,1.409106341,2.657819015,413.3085853,411.2717394,0.000737025,66.95266846,1.39592384,20.13508494,21.15995515,-1.49E-05,79.29161851,11,1,1,0,53255.37743,999.9652667,841.1705267,0.841199744,0.161915507,6,0.5,1: Needles,2,FALSE,1751650874,402.5956667,405.0028667,21.165,20.13051667,402.2026667,21.08947667,799.9834667,101.1442,0.099967303,28.49254,28.58322,999.9,0,0,10007.43567,0,0.001554422,-2.404345333,411.3037,413.3232,1.034475333,405.0028667,20.13051667,2.140717667,2.036086,18.52543333,17.72778667,999.9652667,0.960006433,0.039993263,0,2.096833333,0,5265.901,7946.662,36.86226667,39.57066667,38.0582,39.0498,37.42473333,959.973,39.99,0,1751650900,0,1751650900,10:41:39,1751650900,1751650752,32,-0.002,0,0.393,0.033,405,20,0.27,0.12,-2.406010488,0.011169826,0.023589612,1,1.042871463,-0.128733659,0.015761089,0,1,2,2-Jan,3.45126,2.78115,0.0965982,0.0970579,0.108835,0.104105,27146.6,30857.7,29194,34769.2,30098,38594.4,35953.7,45932,2.4832,2.20645,0.0886694,0,27.1484,999.9,63,27.2,22.5574,61.6019,25.2524,2,-0.119555,0,20.293,5.211,11.9727,4.99135,3.272,3670.6,9999,9999,999.9,4.97263,1.86289,1.86463,1.8631,1.8631,1.86371,1.86016,1.86295,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.393,0.0753,0.678622931,-0.001033731,9.12024E-07,-2.25E-10,-0.293131428,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.2,2.2,1.27563,2.38525,2.34863,2.70386,2.39868,2.29492,32.8869,14.0357,18,815.12,648.516,27.6867,26.1652,30.0006,25.9428,25.8936,25.5874,17.7009,100,-999.9,405,20.0977,100.26,100.379
31,mod,control,07pre,2.982,1.455062314,0.016877518,33,1751651019,4053.9,20250704 10:43:39,10:43:39,15,1751651011,0.000627045,0.627044936,2.927690773,402.6103333,254.1728473,25.73176537,40.75917135,0.033958789,3,0.033746673,0.021110618,161.9188935,29.31992156,28.77446,3.969582392,54.76381532,2.145308882,3.917383895,1.82427351,-27.65268168,-36.90438136,-2.699123336,94.66270715,2.927690773,0.627044936,2.925532375,413.5900333,411.3504788,-0.000288206,66.95123517,0.654608298,20.73717195,21.21738364,7.81606E-05,79.31787614,0,0,1,0,53204.73523,1000.022367,841.2184376,0.841199623,0.161915272,6,0.5,1: Needles,2,FALSE,1751651011,402.6103333,404.9953667,21.1909,20.73059667,402.2473333,21.1349,800.0254333,101.1370667,0.10020414,28.54628333,28.77446,999.9,0,0,10000.10667,0,0.00152894,-2.353882,411.3677,413.5689,0.4818765,404.9953667,20.73059667,2.145366667,2.09663,18.56007667,18.19361333,1000.022367,0.9600147,0.03998554,0,-0.293833333,0,3661.293,7947.140333,35.89143333,38.6061,37.04563333,37.9643,36.5186,960.0343333,39.98833333,0,1751651038,0,1751651040,10:44:00,1751651036,1751651040,33,-0.03,-0.003,0.363,0.056,405,21,0.4,0.18,-2.35942775,-0.038737148,0.02955156,1,0.488042525,-0.107952011,0.011894266,0,1,2,2-Jan,3.45167,2.78076,0.0965561,0.097008,0.108981,0.106233,27136.9,30848.6,29182.9,34758,30081.4,38490.6,35939.1,45917.2,2.49972,2.20222,0.0883266,0,27.3353,999.9,62.8,27.4,22.7517,62.0519,25.1603,2,-0.101385,0,20.293,5.2107,11.9736,4.9912,3.272,3674.8,9999,9999,999.9,4.97264,1.8629,1.86463,1.8631,1.8631,1.86371,1.8602,1.86295,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.363,0.056,0.677041343,-0.001033731,9.12024E-07,-2.25E-10,-0.293131428,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2,4.5,1.27686,2.3938,2.34863,2.69775,2.39868,2.26196,33.1322,14.0182,18,832.532,647.343,27.8526,26.3801,30.0007,26.1376,26.0843,25.6035,15.8253,100,-999.9,405,20.78,100.221,100.347
32,mod,control,07pre,3.732,3.254951393,0.041663648,34,1751651144,4178.9,20250704 10:45:44,10:45:44,15,1751651136,0.001268001,1.268000665,5.233040825,400.6999677,264.1981352,26.74690764,40.56608886,0.066983357,3,0.06616345,0.041424986,161.9156258,29.30889421,29.07710968,4.039752827,54.62849082,2.158956899,3.952071286,1.880795927,-55.91882932,-61.28229213,-4.492221891,40.22228244,5.233040825,1.268000665,5.260939871,413.4350675,409.4083091,-0.000286421,66.94936044,1.334758297,20.4013034,21.37965879,0.000320092,79.36341284,378,47,1,0,53183.81542,999.9996452,841.1995374,0.841199836,0.161915683,6,0.5,1: Needles,2,FALSE,1751651136,400.6999677,405.0056774,21.32554516,20.39485484,400.3149677,21.28754516,800.0254194,101.1379355,0.100128213,28.69820645,29.07710968,999.9,0,0,10001.16839,0,0.00152894,-4.325426129,409.4293226,413.4376129,0.974131935,405.0056774,20.39485484,2.161214839,2.062694194,18.67767742,17.93396129,999.9996452,0.960005194,0.039995042,0,0.843709677,0,6803.206129,7946.923548,35.34858065,38.187,36.528,37.46951613,36,960.0051613,39.99451613,0,1751651163,0,1751651161,10:46:01,1751651160,1751651161,34,0.022,-0.003,0.385,0.038,405,20,0.3,0.07,-4.32256125,-0.10194743,0.021139785,0,0.9813045,-0.122316968,0.01496177,0,0,2,0/2,3.45155,2.78047,0.0961402,0.0969539,0.109498,0.104969,27139.4,30840,29172.9,34747.2,30053.8,38533.6,35926.4,45903.3,1.83585,2.1959,0.104606,0,27.3885,999.9,62.7,27.6,22.9799,62.3319,25.2123,2,-0.0831199,0,20.2925,5.21085,11.9734,4.99145,3.272,3678.6,9999,9999,999.9,4.97265,1.86293,1.86472,1.86313,1.86319,1.86371,1.8602,1.86296,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.385,0.038,0.647306688,-0.001033731,9.12024E-07,-2.25E-10,-0.296078419,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.8,1.7,1.27686,2.39502,2.34863,2.68677,2.39868,2.26562,33.3559,13.9919,18,388.799,644.606,27.9919,26.6026,30.0007,26.3654,26.2874,25.5992,18.2367,100,-999.9,405,20.4098,100.186,100.316
33,mod,control,07pre,3.143,2.551860925,0.037793331,35,1751651253,4287.9,20250704 10:47:33,10:47:33,15,1751651245,0.001304369,1.304368848,4.871513062,400.9332258,281.6784049,28.50773527,40.57711937,0.072147625,3,0.071197386,0.044582699,161.9184346,29.31811417,28.79929032,3.975299091,55.03895167,2.177507356,3.956302382,1.797791735,-57.52266619,-13.36461089,-0.978413748,90.05274372,4.871513062,1.304368848,4.831696379,413.5061842,409.8056424,5.78132E-05,66.95242737,1.327152164,20.56558334,21.53995455,-7.82E-05,79.24960171,800,100,1,0,53187.66208,1000.015806,841.2132317,0.841199935,0.161915875,6,0.5,1: Needles,2,FALSE,1751651245,400.9332258,404.9796452,21.51545161,20.55809032,400.5612258,21.46945161,799.8890968,101.1338387,0.072838016,28.71665806,28.79929032,999.9,0,0,10002.9829,0,0.001532947,-4.031472903,409.7812903,413.4799677,0.99760829,404.9796452,20.55809032,2.180011613,2.079119032,18.81618065,18.06010645,1000.015806,0.959999516,0.040000619,0,2.054677419,0,5292.673871,7947.032258,35.45341935,38.87880645,36.77196774,37.98158065,36.22551613,960.0151613,39.9983871,0,1751651272,0,1751651273,10:47:52,1751651273,1751651269,35,-0.014,0.001,0.372,0.046,405,21,0.31,0.09,-4.030460488,0.090726063,0.027670904,1,1.006548756,-0.181350188,0.017899515,0,1,2,2-Jan,3.45151,2.75465,0.0961022,0.0969178,0.109955,0.105517,27134.2,30835.1,29166.5,34741,30031.7,38503.6,35918,45895.3,0.297,2.19245,0.0850931,0,27.4569,999.9,62.5,27.8,23.1806,62.2019,23.8141,2,-0.0709299,0,20.2944,5.2122,11.9739,4.99005,3.272,3681.8,9999,9999,999.9,4.97266,1.86294,1.86473,1.86322,1.86321,1.86371,1.8602,1.86299,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.372,0.046,0.669132695,-0.001033731,9.12024E-07,-2.25E-10,-0.299472967,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.6,1.5,1.27686,2.38892,2.34863,2.677,2.39868,2.31689,33.558,13.9919,18,-0.902644,643.598,28.1221,26.7702,30.0004,26.7592,26.4401,25.6096,18.2455,100,-999.9,405,20.4988,100.163,100.299
34,mod,control,07pre,2.656,-0.028440827,-0.029230231,36,1751651429,4463.4,20250704 10:50:28,10:50:28,15,1751651421,-0.001209608,-1.209607883,-0.064248856,405.4065161,392.2983585,39.69274633,41.01902967,-0.066032148,3,-0.066850414,-0.041707151,161.9180218,30.03844288,28.26408387,3.853655764,52.23877511,2.076531092,3.975076153,1.777124672,53.34370765,86.40563195,6.311449722,307.9788111,-0.064248856,-1.209607883,-0.088888835,413.8778769,413.9414242,0.001357589,66.94962573,-1.260531857,21.40769815,20.48174182,-1.64E-05,79.34824003,800,100,1,0,53141.25057,1000.017581,841.2143615,0.841199573,0.161915175,6,0.5,1: Needles,2,FALSE,1751651421,405.4065161,404.9905484,20.52313871,21.4117129,405.0545161,20.44413871,800.0117097,101.1337097,0.04628629,28.79832258,28.26408387,999.9,0,0,9996.716129,0,0.0015536,0.435566581,413.9052258,413.851871,-0.926204226,404.9905484,21.4117129,2.071775806,2.165445161,18.00382581,18.70894839,1000.017581,0.960012935,0.039986952,0,0.092258065,0,6062.614839,7947.095806,37.31435484,41.155,38.80022581,40.56232258,37.91909677,960.0309677,39.98645161,0,1751651448,0,1751651451,10:50:51,1751651451,1751651449,36,-0.02,-0.003,0.352,0.079,405,21,0.31,0.11,0.440539073,-0.062374035,0.019796729,1,-0.927014439,0.035955366,0.007055056,1,2,2,2-Feb,3.452,2.72716,0.096886,0.0968954,0.106201,0.108497,27108.7,30834.5,29164.9,34740,30159,38375.1,35916.3,45894.9,0.297,2.19085,0.0704527,0,27.1413,999.9,62.2,28.1,23.4742,62.1019,21.7268,2,-0.0654649,0,20.2927,5.21444,11.974,4.9911,3.272,3687.3,9999,9999,999.9,4.97263,1.86295,1.86478,1.86325,1.86325,1.86374,1.8602,1.86301,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.352,0.079,0.655575813,-0.001033731,9.12024E-07,-2.25E-10,-0.298860841,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.6,2.7,1.27808,2.39624,2.34741,2.67456,2.39868,2.2522,33.8735,13.9394,18,-0.902633,643.699,28.2069,26.8861,29.9999,26.869,26.5599,25.6378,15.7196,100,-999.9,405,21.3506,100.158,100.297
35,mod,control,07pre,3.792,6.14740253,0.123162652,37,1751651541,4575.4,20250704 10:52:20,10:52:20,15,1751651533,0.003442634,3.442633595,9.726902737,396.6602667,304.1286672,30.78834227,40.15574121,0.194877614,3,0.188108133,0.118156204,161.9175689,28.82683233,28.76578667,3.967587216,54.71002526,2.171029531,3.968248088,1.796557685,-151.8201415,0.46472144,0.034025057,10.59617385,9.726902737,3.442633595,9.822802566,412.7906757,405.2823394,-0.000234712,66.94851622,3.425069713,18.91490552,21.42981212,-0.000291818,79.37628165,404,51,1,0,53233.95332,1000.0066,841.2058111,0.841200259,0.1619165,6,0.5,1: Needles,2,FALSE,1751651533,396.6602667,404.9795667,21.44553,18.91894,396.2462667,21.36587667,800.0042333,101.1346667,0.099927727,28.76866,28.76578667,999.9,0,0,10013.776,0,0.001554422,-8.378217667,405.2931,412.7890333,2.526584667,404.9795667,18.91894,2.168886,1.913361,18.73433,16.74501667,1000.0066,0.959992667,0.040007643,0,0.609,0,8207.744333,7946.943,35.94566667,38.97893333,37.31646667,38.11226667,36.6748,960,40.009,0,1751651559,0,1751651565,10:52:44,1751651565,1751651449,37,0.062,-0.003,0.414,0.079,405,21,0.26,0.11,-8.37439175,-0.130336773,0.018895123,0,2.538657,-0.212702364,0.021890063,0,0,2,0/2,3.45068,2.78087,0.0953448,0.0968794,0.109628,0.0994403,27161.8,30844.3,29171.9,34750.2,30049.3,38778.1,35925.6,45910.3,1.775,2.18668,0.116862,0,26.8575,999.9,62,28.2,23.5348,61.5219,25.5409,2,-0.0751956,0,20.2925,5.21085,11.9713,4.9897,3.272,3690.8,9999,9999,999.9,4.97263,1.86295,1.86478,1.86325,1.86325,1.86373,1.86021,1.86299,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.414,0.079,0.635536118,-0.001033731,9.12024E-07,-2.25E-10,-0.30140054,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.5,1.5,1.27563,2.3877,2.34741,2.67456,2.39868,2.28882,34.0092,13.9482,18,361.299,639.656,28.2359,26.8061,29.9994,26.5841,26.5015,25.5952,26.5295,100,-999.9,405,18.9584,100.183,100.329
36,mod,control,07pre,2.673,1.90928162,0.022182544,38,1751651653,4687.4,20250704 10:54:12,10:54:12,15,1751651645,0.000907967,0.907967231,4.285705096,401.4808065,253.056274,25.6189897,40.64523864,0.049792466,3,0.049337863,0.030876663,161.9057127,29.31971614,28.73161613,3.95973528,54.73032314,2.152886889,3.933627221,1.80684839,-40.04135487,-18.44520821,-1.349241651,102.069908,4.285705096,0.907967231,4.189472373,413.4702008,410.2580061,0.001169559,66.94612035,0.98022665,20.60583098,21.32080788,0.00113097,79.52167287,87,11,1,0,53194.56709,999.9365806,841.146642,0.84119999,0.161915981,6,0.5,1: Needles,2,FALSE,1751651645,401.4808065,404.9685484,21.26553548,20.59902903,401.0958065,21.21253548,799.9851935,101.1386129,0.099697842,28.61757097,28.73161613,999.9,0,0,10000.41903,0,0.00152894,-3.45708,410.2436452,413.4859355,0.686279097,404.9685484,20.59902903,2.152766452,2.083355484,18.61505484,18.09249677,999.9365806,0.960000194,0.039999858,0,1.978709677,0,4727.023548,7946.410323,35.05232258,38.13283871,36.40096774,37.18519355,35.82441935,959.9383871,39.99709677,0,1751651671,0,1751651673,10:54:33,1751651670,1751651673,38,-0.029,0.008,0.385,0.053,405,21,0.25,0.21,-3.462980488,0.096719164,0.019830546,1,0.666091683,0.403047303,0.041639535,0,1,2,2-Jan,3.45135,2.78003,0.0962666,0.0969251,0.109287,0.10567,27141.6,30848.4,29179.5,34755.9,30068.9,38517.2,35935.5,45919.6,2.3641,2.19163,0.114597,0,26.8954,999.9,61.7,28.4,23.6967,61.6619,25.3446,2,-0.0870274,0,20.2938,5.20741,11.9712,4.98905,3.27132,3693.9,9999,9999,999.9,4.97262,1.86295,1.86478,1.86325,1.86325,1.86379,1.86021,1.86303,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.385,0.053,0.697993048,-0.001033731,9.12024E-07,-2.25E-10,-0.30140054,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.5,3.4,1.27808,2.39868,2.34741,2.68066,2.39868,2.24243,34.1225,13.9219,18,722.681,642.623,28.2139,26.669,29.9996,26.467,26.4133,25.6366,19.5414,100,-999.9,405,20.5966,100.21,100.347
37,mod,control,07pre,3.253,1.420891162,0.006379663,39,1751651748,4782.9,20250704 10:55:48,10:55:48,15,1751651740,0.000200144,0.200144191,2.620764516,402.9574516,39.90020489,4.039297853,40.79340379,0.011766978,3,0.011741397,0.007340667,161.9094576,29.36531119,28.06803226,3.809916256,54.69883367,2.134929237,3.903061717,1.67498702,-8.826358828,67.14965683,4.892444802,225.1252004,2.620764516,0.200144191,2.412814086,413.6665365,411.7755818,0.012623356,66.94904164,0.323667916,20.94929452,21.16025273,0.006664021,79.35952524,141,18,1,0,53174.47158,999.9638065,841.1692006,0.841199647,0.161915318,6,0.5,1: Needles,2,FALSE,1751651740,402.9574516,404.9835484,21.08884194,20.94189677,402.6154516,21.01884194,799.9857097,101.1349032,0.1001121,28.4832129,28.06803226,999.9,0,0,9992.220323,0,0.001557607,-1.982119677,411.6844516,413.6460645,0.149341555,404.9835484,20.94189677,2.13305871,2.117954839,18.46817097,18.35487097,999.9638065,0.960012935,0.039987181,0,1.205,0,4963.186774,7946.669032,36.41516129,40.59651613,37.94941935,39.43322581,37.14490323,959.9770968,39.98677419,0,1751651767,0,1751651766,10:56:06,1751651764,1751651766,39,-0.043,0.003,0.342,0.07,405,21,0.21,0.15,-1.9562265,-0.457189418,0.054342081,0,0.10671441,0.770037901,0.075101274,0,0,2,0/2,3.45195,2.78113,0.0965787,0.096952,0.108729,0.106932,27139.1,30855.2,29186.5,34763.9,30095.4,38472.7,35944.9,45931.5,2.27865,2.19352,0.0932068,0,26.6867,999.9,61.5,28.5,23.759,61.5119,25.4006,2,-0.0993699,0,20.2947,5.2101,11.9698,4.991,3.272,3696.8,9999,9999,999.9,4.97265,1.86295,1.86478,1.86325,1.86325,1.86377,1.86028,1.86309,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.342,0.07,0.66900413,-0.001033731,9.12024E-07,-2.25E-10,-0.293111028,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.3,1.2,1.2793,2.3999,2.34863,2.68433,2.39868,2.28638,34.1905,13.9131,18,655.9,642.762,28.1456,26.5348,29.9995,26.3499,26.2935,25.6501,18.3351,100,-999.9,405,20.9678,100.235,100.372
38,control,control,07pre,4.088,3.528083046,0.023633956,40,1751651858,4892.4,20250704 10:57:37,10:57:37,15,1751651850,0.000591177,0.591177435,5.178204079,400.9425667,153.1843593,15.50785644,40.59004321,0.034687802,3,0.034466514,0.021561335,161.9230155,29.48530643,28.24490333,3.849357304,54.7547684,2.164500597,3.953081458,1.684856707,-26.07092489,74.02818456,5.404255183,215.2845303,5.178204079,0.591177435,5.171108928,413.6450601,409.6849818,-0.000328781,66.94707827,0.615561595,20.9463866,21.39720061,0.000240966,79.49299955,220,28,1,0,53167.6815,1000.043967,841.2369312,0.841199946,0.161915897,6,0.5,1: Needles,2,FALSE,1751651850,400.9425667,405.0038667,21.38062333,20.94673333,400.5945667,21.30862333,800.0244667,101.1363,0.100252537,28.70261333,28.24490333,999.9,0,0,9998.326,0,0.001554422,-4.065477333,409.7049667,413.6689667,0.4503601,405.0038667,20.94673333,2.164026,2.118477,18.69843333,18.35878667,1000.043967,0.960001733,0.039998153,0,2.889666667,0,7556.715333,7947.274,37.49133333,41.49973333,39.04146667,40.67886667,38.079,960.0446667,40,0,1751651877,0,1751651878,10:57:57,1751651875,1751651878,40,0.006,0.002,0.348,0.072,405,21,0.23,0.23,-4.075478049,0.1256423,0.023490258,0,0.439890683,0.138019735,0.022191669,0,0,2,0/2,3.45167,2.78107,0.0962219,0.0969785,0.109564,0.106942,27153.5,30856.3,29190,34765.8,30071,38475.6,35950.3,45935.7,2.14267,2.1935,0.0885539,0,26.8346,999.9,61.3,28.6,23.817,61.6219,25.4487,2,-0.10595,0,20.2926,5.21055,11.9707,4.9906,3.272,3700.3,9999,9999,999.9,4.97262,1.86295,1.86478,1.86325,1.86325,1.86378,1.86021,1.86302,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,0.348,0.072,0.626039333,-0.001033731,9.12024E-07,-2.25E-10,-0.290001973,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.6,1.5,1.2793,2.40112,2.34863,2.68066,2.39868,2.29858,34.2587,13.8781,18,561.006,641.801,28.1224,26.4314,30.0001,26.2616,26.2128,25.6581,18.8809,100,-999.9,405,20.9445,100.249,100.38
